"","zip","childcare_programs","licensed_capacity","programs_accepting_subsidies","children_under_six","month","year"
"1875","65584",5,189,2,487,"March","2021"
"1876","65588",2,128,NA,237,"March","2021"
"1877","65605",8,200,5,515,"March","2021"
"1878","65606",2,40,2,154,"March","2021"
"1879","65608",3,114,2,749,"March","2021"
"1880","65609",1,15,1,196,"March","2021"
"1881","65613",9,355,6,898,"March","2021"
"1882","65614",1,19,NA,31,"March","2021"
"1883","65616",12,487,6,1332,"March","2021"
"1884","65617",2,94,2,0,"March","2021"
"1885","65619",2,142,1,315,"March","2021"
"1886","65622",5,220,3,450,"March","2021"
"1887","65625",2,30,2,383,"March","2021"
"1888","65629",1,40,NA,25,"March","2021"
"1889","65631",4,148,4,400,"March","2021"
"1890","65632",1,10,NA,96,"March","2021"
"1891","65633",2,30,1,225,"March","2021"
"1892","65646",1,20,1,17,"March","2021"
"1893","65648",3,172,2,146,"March","2021"
"1894","65653",3,40,1,154,"March","2021"
"1895","65655",1,20,1,8,"March","2021"
"1896","65661",1,15,NA,85,"March","2021"
"1897","65662",1,20,1,915,"March","2021"
"1898","65667",1,30,NA,499,"March","2021"
"1899","65668",5,97,2,47,"March","2021"
"1900","65672",1,28,1,493,"March","2021"
"1901","65680",1,20,NA,185,"March","2021"
"1902","65681",1,10,NA,89,"March","2021"
"1903","65686",1,30,NA,84,"March","2021"
"1904","65689",1,99,1,262,"March","2021"
"1905","65704",4,120,3,898,"March","2021"
"1906","65706",5,339,3,812,"March","2021"
"1907","65708",4,194,2,777,"March","2021"
"1908","65711",9,208,6,404,"March","2021"
"1909","65712",5,259,1,666,"March","2021"
"1910","65713",1,20,NA,138,"March","2021"
"1911","65714",19,1205,12,1868,"March","2021"
"1912","65721",14,1095,8,1650,"March","2021"
"1913","65723",1,10,1,149,"March","2021"
"1914","65725",1,10,1,82,"March","2021"
"1915","65732",1,20,1,173,"March","2021"
"1916","65737",3,118,2,178,"March","2021"
"1917","65738",13,515,9,1336,"March","2021"
"1918","65746",4,123,1,211,"March","2021"
"1919","65753",1,57,1,302,"March","2021"
"1920","65757",3,185,3,283,"March","2021"
"1921","65759",1,10,1,144,"March","2021"
"1922","65775",11,509,8,1439,"March","2021"
"1923","65781",3,78,1,506,"March","2021"
"1924","65785",2,40,NA,204,"March","2021"
"1925","65791",2,65,2,863,"March","2021"
"1926","65793",4,80,3,123,"March","2021"
"1927","65802",18,1072,14,2611,"March","2021"
"1928","65803",15,792,10,1697,"March","2021"
"1929","65804",30,2263,18,1951,"March","2021"
"1930","65806",8,462,5,482,"March","2021"
"1931","65807",43,2941,23,2526,"March","2021"
"1932","65810",6,384,2,696,"March","2021"
"1933","65897",1,40,1,0,"March","2021"
"1934","63005",6,776,1,638,"September","2021"
"1935","63010",14,1074,6,1550,"September","2021"
"1936","63011",15,2043,4,2023,"September","2021"
"1937","63012",2,100,1,1002,"September","2021"
"1938","63013",2,40,1,97,"September","2021"
"1939","63016",1,49,1,547,"September","2021"
"1940","63017",15,1441,5,1462,"September","2021"
"1941","63019",2,114,1,248,"September","2021"
"1942","63020",6,384,4,1042,"September","2021"
"1943","63021",8,1009,5,3035,"September","2021"
"1944","63023",1,41,NA,119,"September","2021"
"1945","63025",7,572,4,1280,"September","2021"
"1946","63026",8,720,5,2364,"September","2021"
"1947","63028",6,576,3,1188,"September","2021"
"1948","63031",26,1211,19,2790,"September","2021"
"1949","63033",30,1098,23,2350,"September","2021"
"1950","63034",9,372,5,898,"September","2021"
"1951","63037",2,110,2,94,"September","2021"
"1952","63038",3,283,1,324,"September","2021"
"1953","63039",2,116,NA,99,"September","2021"
"1954","63040",2,212,1,536,"September","2021"
"1955","63042",14,906,12,1338,"September","2021"
"1956","63043",7,612,4,759,"September","2021"
"1957","63044",6,301,3,514,"September","2021"
"1958","63045",1,102,NA,203,"September","2021"
"1959","63047",1,46,NA,127,"September","2021"
"1960","63049",7,371,3,1572,"September","2021"
"1961","63050",7,442,7,782,"September","2021"
"1962","63051",5,160,3,745,"September","2021"
"1963","63052",5,361,4,2432,"September","2021"
"1964","63055",1,20,1,56,"September","2021"
"1965","63068",5,139,3,375,"September","2021"
"1966","63069",1,10,NA,795,"September","2021"
"1967","63070",2,130,2,470,"September","2021"
"1968","63072",1,20,NA,418,"September","2021"
"1969","63074",8,290,8,1296,"September","2021"
"1970","63077",5,345,4,465,"September","2021"
"1971","63080",9,349,6,654,"September","2021"
"1972","63084",13,365,6,1145,"September","2021"
"1973","63088",1,149,NA,851,"September","2021"
"1974","63090",5,419,5,1144,"September","2021"
"1975","63103",7,676,3,488,"September","2021"
"1976","63104",19,1089,8,1573,"September","2021"
"1977","63105",5,412,1,544,"September","2021"
"1978","63106",12,395,3,1023,"September","2021"
"1979","63107",13,565,9,393,"September","2021"
"1980","63108",12,475,7,561,"September","2021"
"1981","63109",9,451,1,1349,"September","2021"
"1982","63110",16,1353,5,1020,"September","2021"
"1983","63111",12,411,6,1125,"September","2021"
"1984","63112",20,979,12,1011,"September","2021"
"1985","63113",16,807,14,425,"September","2021"
"1986","63114",20,1328,14,1741,"September","2021"
"1987","63115",24,829,16,1022,"September","2021"
"1988","63116",18,844,8,2415,"September","2021"
"1989","63117",2,143,1,680,"September","2021"
"1990","63118",26,1037,15,2164,"September","2021"
"1991","63119",14,1019,4,1902,"September","2021"
"1992","63120",11,473,10,725,"September","2021"
"1993","63121",15,1104,13,1600,"September","2021"
"1994","63122",17,1625,4,2216,"September","2021"
"1995","63123",8,611,5,2389,"September","2021"
"1996","63124",4,351,NA,790,"September","2021"
"1997","63125",12,587,5,2410,"September","2021"
"1998","63126",4,455,1,834,"September","2021"
"1999","63127",4,394,3,153,"September","2021"
"2000","63128",16,915,6,1410,"September","2021"
"2001","63129",21,1589,11,1875,"September","2021"
"2002","63130",14,1090,11,1297,"September","2021"
"2003","63131",2,250,1,727,"September","2021"
"2004","63132",3,156,3,689,"September","2021"
"2005","63133",11,731,8,746,"September","2021"
"2006","63134",12,505,10,822,"September","2021"
"2007","63135",15,667,12,1104,"September","2021"
"2008","63136",44,2679,34,2962,"September","2021"
"2009","63137",11,681,8,1365,"September","2021"
"2010","63138",14,675,14,1261,"September","2021"
"2011","63139",22,737,6,1573,"September","2021"
"2012","63141",15,2034,4,790,"September","2021"
"2013","63143",5,268,2,489,"September","2021"
"2014","63144",8,670,3,494,"September","2021"
"2015","63146",6,640,5,1606,"September","2021"
"2016","63147",13,557,8,1108,"September","2021"
"2017","63301",24,1648,16,2644,"September","2021"
"2018","63303",14,1279,6,2482,"September","2021"
"2019","63304",13,862,8,2125,"September","2021"
"2020","63332",1,20,1,218,"September","2021"
"2021","63334",7,311,3,434,"September","2021"
"2022","63336",1,96,1,46,"September","2021"
"2023","63339",1,20,NA,10,"September","2021"
"2024","63341",1,123,1,74,"September","2021"
"2025","63343",2,40,1,241,"September","2021"
"2026","63345",1,10,1,163,"September","2021"
"2027","63347",1,120,1,158,"September","2021"
"2028","63348",1,55,NA,356,"September","2021"
"2029","63351",1,10,NA,256,"September","2021"
"2030","63352",2,30,1,220,"September","2021"
"2031","63353",5,203,4,205,"September","2021"
"2032","63357",2,42,1,247,"September","2021"
"2033","63361",2,57,1,224,"September","2021"
"2034","63362",1,60,NA,721,"September","2021"
"2035","63366",19,1299,13,2657,"September","2021"
"2036","63367",10,823,4,1548,"September","2021"
"2037","63368",25,2522,9,2568,"September","2021"
"2038","63376",36,2614,18,4127,"September","2021"
"2039","63377",1,10,NA,91,"September","2021"
"2040","63379",9,502,6,1723,"September","2021"
"2041","63382",2,54,NA,130,"September","2021"
"2042","63383",9,295,1,798,"September","2021"
"2043","63384",1,20,NA,163,"September","2021"
"2044","63385",16,1315,5,3440,"September","2021"
"2045","63389",1,40,1,470,"September","2021"
"2046","63390",2,50,NA,597,"September","2021"
"2047","63401",17,781,7,1218,"September","2021"
"2048","63435",3,44,NA,129,"September","2021"
"2049","63436",1,20,NA,31,"September","2021"
"2050","63441",1,20,1,46,"September","2021"
"2051","63445",9,100,1,157,"September","2021"
"2052","63448",1,10,NA,259,"September","2021"
"2053","63452",2,58,NA,114,"September","2021"
"2054","63456",3,50,2,295,"September","2021"
"2055","63459",5,92,4,101,"September","2021"
"2056","63461",6,168,1,363,"September","2021"
"2057","63462",2,30,NA,140,"September","2021"
"2058","63468",2,35,1,233,"September","2021"
"2059","63469",1,20,1,21,"September","2021"
"2060","63472",1,20,1,43,"September","2021"
"2061","63501",12,636,5,940,"September","2021"
"2062","63533",1,10,NA,560,"September","2021"
"2063","63537",4,58,1,179,"September","2021"
"2064","63541",1,28,NA,17,"September","2021"
"2065","63545",1,20,1,98,"September","2021"
"2066","63548",2,20,1,33,"September","2021"
"2067","63552",6,224,5,328,"September","2021"
"2068","63555",5,96,2,92,"September","2021"
"2069","63556",2,40,1,123,"September","2021"
"2070","63559",1,20,NA,145,"September","2021"
"2071","63565",3,50,1,170,"September","2021"
"2072","63601",11,511,9,725,"September","2021"
"2073","63627",3,139,1,317,"September","2021"
"2074","63628",3,158,1,1146,"September","2021"
"2075","63631",1,10,1,40,"September","2021"
"2076","63638",2,28,NA,77,"September","2021"
"2077","63640",16,836,5,1328,"September","2021"
"2078","63645",6,264,3,467,"September","2021"
"2079","63650",1,40,NA,297,"September","2021"
"2080","63653",2,40,1,115,"September","2021"
"2081","63655",1,50,1,35,"September","2021"
"2082","63660",1,150,NA,96,"September","2021"
"2083","63663",1,40,1,635,"September","2021"
"2084","63664",7,252,6,491,"September","2021"
"2085","63670",10,240,3,653,"September","2021"
"2086","63701",11,903,5,1855,"September","2021"
"2087","63703",6,388,6,357,"September","2021"
"2088","63730",2,50,1,171,"September","2021"
"2089","63735",2,88,NA,79,"September","2021"
"2090","63740",4,198,1,463,"September","2021"
"2091","63755",11,328,6,1748,"September","2021"
"2092","63760",1,10,NA,69,"September","2021"
"2093","63764",2,85,NA,195,"September","2021"
"2094","63769",1,20,NA,503,"September","2021"
"2095","63771",1,42,1,167,"September","2021"
"2096","63775",18,582,8,921,"September","2021"
"2097","63780",4,122,3,303,"September","2021"
"2098","63787",1,20,1,181,"September","2021"
"2099","63801",23,625,11,1442,"September","2021"
"2100","63822",2,40,2,85,"September","2021"
"2101","63823",1,7,NA,47,"September","2021"
"2102","63825",2,34,1,194,"September","2021"
"2103","63827",1,10,NA,19,"September","2021"
"2104","63829",1,41,NA,102,"September","2021"
"2105","63830",5,206,2,343,"September","2021"
"2106","63834",1,80,NA,198,"September","2021"
"2107","63837",1,20,1,83,"September","2021"
"2108","63841",10,337,7,553,"September","2021"
"2109","63845",2,108,1,200,"September","2021"
"2110","63848",2,30,2,96,"September","2021"
"2111","63851",4,154,2,307,"September","2021"
"2112","63852",1,20,1,56,"September","2021"
"2113","63857",10,320,5,609,"September","2021"
"2114","63862",1,20,1,531,"September","2021"
"2115","63863",4,199,2,349,"September","2021"
"2116","63867",1,10,1,63,"September","2021"
"2117","63869",3,95,NA,134,"September","2021"
"2118","63870",1,20,NA,77,"September","2021"
"2119","63873",5,87,1,286,"September","2021"
"2120","63876",2,128,NA,187,"September","2021"
"2121","63877",2,60,NA,200,"September","2021"
"2122","63878",1,10,1,38,"September","2021"
"2123","63901",18,993,13,2234,"September","2021"
"2124","63932",2,50,1,298,"September","2021"
"2125","63933",1,15,1,208,"September","2021"
"2126","63935",6,124,4,285,"September","2021"
"2127","63936",1,10,NA,101,"September","2021"
"2128","63937",1,40,NA,235,"September","2021"
"2129","63944",3,60,3,35,"September","2021"
"2130","63954",1,19,NA,105,"September","2021"
"2131","63957",3,170,2,518,"September","2021"
"2132","63960",3,50,1,335,"September","2021"
"2133","63961",1,10,NA,257,"September","2021"
"2134","63965",2,65,NA,122,"September","2021"
"2135","64012",16,973,6,1269,"September","2021"
"2136","64014",14,799,4,1531,"September","2021"
"2137","64015",15,1026,8,1893,"September","2021"
"2138","64016",2,67,1,347,"September","2021"
"2139","64024",4,356,2,792,"September","2021"
"2140","64029",7,560,5,1516,"September","2021"
"2141","64030",16,1229,7,1412,"September","2021"
"2142","64034",3,117,3,590,"September","2021"
"2143","64037",4,118,3,225,"September","2021"
"2144","64040",3,111,1,146,"September","2021"
"2145","64048",1,10,NA,181,"September","2021"
"2146","64050",11,693,8,926,"September","2021"
"2147","64052",5,214,4,1387,"September","2021"
"2148","64053",1,60,1,507,"September","2021"
"2149","64054",1,45,1,494,"September","2021"
"2150","64055",13,856,7,1258,"September","2021"
"2151","64056",7,402,5,1773,"September","2021"
"2152","64057",7,658,3,476,"September","2021"
"2153","64060",7,592,2,949,"September","2021"
"2154","64062",2,57,NA,318,"September","2021"
"2155","64063",13,906,3,1468,"September","2021"
"2156","64064",8,934,2,1808,"September","2021"
"2157","64067",5,189,NA,272,"September","2021"
"2158","64068",19,1563,8,2207,"September","2021"
"2159","64070",1,8,NA,338,"September","2021"
"2160","64075",6,373,5,911,"September","2021"
"2161","64076",3,278,2,416,"September","2021"
"2162","64078",2,177,1,465,"September","2021"
"2163","64079",9,600,4,830,"September","2021"
"2164","64080",3,293,1,875,"September","2021"
"2165","64081",8,972,4,1034,"September","2021"
"2166","64082",5,332,2,1267,"September","2021"
"2167","64083",13,1278,5,1730,"September","2021"
"2168","64085",7,132,1,677,"September","2021"
"2169","64086",8,548,4,1239,"September","2021"
"2170","64089",6,414,2,682,"September","2021"
"2171","64093",13,589,7,1521,"September","2021"
"2172","64096",1,32,1,86,"September","2021"
"2173","64097",1,40,NA,67,"September","2021"
"2174","64098",1,10,NA,167,"September","2021"
"2175","64105",2,340,1,53,"September","2021"
"2176","64106",5,376,3,1104,"September","2021"
"2177","64108",8,655,1,491,"September","2021"
"2178","64109",10,1461,5,771,"September","2021"
"2179","64110",8,467,7,1567,"September","2021"
"2180","64111",11,1362,4,475,"September","2021"
"2181","64112",1,67,NA,542,"September","2021"
"2182","64113",6,511,1,923,"September","2021"
"2183","64114",16,2022,4,1478,"September","2021"
"2184","64116",3,334,3,644,"September","2021"
"2185","64117",5,398,3,734,"September","2021"
"2186","64118",13,1049,4,2850,"September","2021"
"2187","64119",7,497,3,1763,"September","2021"
"2188","64120",1,60,NA,432,"September","2021"
"2189","64123",4,446,1,660,"September","2021"
"2190","64124",5,309,3,1125,"September","2021"
"2191","64126",1,150,NA,476,"September","2021"
"2192","64127",11,1134,6,1215,"September","2021"
"2193","64128",10,152,8,588,"September","2021"
"2194","64129",4,196,3,445,"September","2021"
"2195","64130",15,1542,12,1219,"September","2021"
"2196","64131",14,881,11,1589,"September","2021"
"2197","64132",16,945,11,858,"September","2021"
"2198","64133",12,503,7,2096,"September","2021"
"2199","64134",19,1287,13,2537,"September","2021"
"2200","64136",1,99,1,109,"September","2021"
"2201","64137",5,679,2,988,"September","2021"
"2202","64138",16,1158,9,1271,"September","2021"
"2203","64145",2,281,NA,130,"September","2021"
"2204","64146",1,20,NA,461,"September","2021"
"2205","64150",1,124,NA,198,"September","2021"
"2206","64151",9,809,5,1204,"September","2021"
"2207","64152",7,269,1,1566,"September","2021"
"2208","64153",2,104,NA,234,"September","2021"
"2209","64154",3,235,1,704,"September","2021"
"2210","64155",13,1018,3,1321,"September","2021"
"2211","64156",2,50,1,475,"September","2021"
"2212","64157",2,122,1,1490,"September","2021"
"2213","64158",4,426,1,201,"September","2021"
"2214","64161",2,403,1,10,"September","2021"
"2215","64402",3,97,1,146,"September","2021"
"2216","64424",4,60,1,242,"September","2021"
"2217","64429",4,150,1,313,"September","2021"
"2218","64444",1,48,NA,40,"September","2021"
"2219","64448",2,30,NA,296,"September","2021"
"2220","64454",2,30,1,111,"September","2021"
"2221","64456",1,20,NA,165,"September","2021"
"2222","64463",2,58,NA,112,"September","2021"
"2223","64465",3,89,2,190,"September","2021"
"2224","64466",1,20,NA,8,"September","2021"
"2225","64468",8,368,4,478,"September","2021"
"2226","64469",1,20,NA,92,"September","2021"
"2227","64470",1,20,NA,266,"September","2021"
"2228","64476",1,20,NA,593,"September","2021"
"2229","64477",3,50,NA,101,"September","2021"
"2230","64482",1,40,NA,592,"September","2021"
"2231","64485",4,138,1,466,"September","2021"
"2232","64489",4,50,1,181,"September","2021"
"2233","64501",7,337,5,1074,"September","2021"
"2234","64503",7,285,6,1022,"September","2021"
"2235","64504",3,50,1,999,"September","2021"
"2236","64505",3,110,1,695,"September","2021"
"2237","64506",7,411,4,1005,"September","2021"
"2238","64507",10,418,5,1333,"September","2021"
"2239","64601",12,401,6,526,"September","2021"
"2240","64628",5,115,1,333,"September","2021"
"2241","64633",7,219,2,1173,"September","2021"
"2242","64640",1,99,NA,201,"September","2021"
"2243","64644",4,80,1,217,"September","2021"
"2244","64648",1,30,1,59,"September","2021"
"2245","64658",4,30,1,219,"September","2021"
"2246","64659",1,10,NA,48,"September","2021"
"2247","64673",1,10,NA,125,"September","2021"
"2248","64683",5,187,3,373,"September","2021"
"2249","64701",9,316,3,906,"September","2021"
"2250","64720",2,40,NA,266,"September","2021"
"2251","64724",2,60,1,162,"September","2021"
"2252","64725",2,58,1,122,"September","2021"
"2253","64728",1,50,NA,262,"September","2021"
"2254","64730",3,52,2,459,"September","2021"
"2255","64735",6,408,4,561,"September","2021"
"2256","64742",1,20,NA,76,"September","2021"
"2257","64744",5,114,2,235,"September","2021"
"2258","64747",1,30,1,298,"September","2021"
"2259","64752",1,20,NA,373,"September","2021"
"2260","64755",1,20,NA,1022,"September","2021"
"2261","64759",10,204,2,393,"September","2021"
"2262","64761",2,100,2,40,"September","2021"
"2263","64772",15,365,5,1281,"September","2021"
"2264","64779",1,20,NA,283,"September","2021"
"2265","64801",18,927,14,2006,"September","2021"
"2266","64804",22,1277,13,1791,"September","2021"
"2267","64831",4,92,1,289,"September","2021"
"2268","64834",6,228,2,778,"September","2021"
"2269","64835",1,60,1,101,"September","2021"
"2270","64836",8,475,3,1410,"September","2021"
"2271","64840",1,20,1,277,"September","2021"
"2272","64843",1,10,1,159,"September","2021"
"2273","64844",3,82,2,368,"September","2021"
"2274","64850",13,465,6,1281,"September","2021"
"2275","64854",2,84,1,192,"September","2021"
"2276","64861",1,19,NA,30,"September","2021"
"2277","64862",3,113,2,640,"September","2021"
"2278","64863",1,4,NA,337,"September","2021"
"2279","64865",5,50,3,317,"September","2021"
"2280","64870",12,453,4,1181,"September","2021"
"2281","65010",10,322,1,243,"September","2021"
"2282","65013",2,40,1,68,"September","2021"
"2283","65016",2,20,NA,74,"September","2021"
"2284","65018",15,298,6,387,"September","2021"
"2285","65020",11,480,7,534,"September","2021"
"2286","65024",2,25,1,30,"September","2021"
"2287","65026",8,225,1,564,"September","2021"
"2288","65035",1,10,NA,247,"September","2021"
"2289","65037",1,28,1,124,"September","2021"
"2290","65038",1,70,1,NA,"September","2021"
"2291","65039",1,10,NA,212,"September","2021"
"2292","65041",4,78,1,253,"September","2021"
"2293","65043",7,311,5,543,"September","2021"
"2294","65046",1,20,NA,247,"September","2021"
"2295","65049",4,125,2,467,"September","2021"
"2296","65051",9,183,3,190,"September","2021"
"2297","65052",1,48,NA,87,"September","2021"
"2298","65054",3,150,2,62,"September","2021"
"2299","65059",1,20,NA,53,"September","2021"
"2300","65063",4,110,2,620,"September","2021"
"2301","65065",4,338,3,284,"September","2021"
"2302","65066",5,150,3,209,"September","2021"
"2303","65074",2,30,NA,143,"September","2021"
"2304","65075",2,20,NA,83,"September","2021"
"2305","65076",2,30,NA,57,"September","2021"
"2306","65078",1,14,NA,110,"September","2021"
"2307","65081",2,97,1,116,"September","2021"
"2308","65082",1,20,NA,116,"September","2021"
"2309","65084",1,88,1,296,"September","2021"
"2310","65085",1,58,1,586,"September","2021"
"2311","65101",31,1873,17,1807,"September","2021"
"2312","65109",29,1670,9,2743,"September","2021"
"2313","65201",36,1936,18,1850,"September","2021"
"2314","65202",41,1360,22,3185,"September","2021"
"2315","65203",60,3099,26,3694,"September","2021"
"2316","65211",1,80,1,NA,"September","2021"
"2317","65231",3,30,NA,159,"September","2021"
"2318","65233",12,348,6,816,"September","2021"
"2319","65236",2,52,NA,90,"September","2021"
"2320","65239",1,10,1,61,"September","2021"
"2321","65240",8,181,NA,561,"September","2021"
"2322","65248",8,134,2,307,"September","2021"
"2323","65251",12,421,6,765,"September","2021"
"2324","65254",2,30,1,162,"September","2021"
"2325","65255",7,197,2,1018,"September","2021"
"2326","65256",2,80,1,70,"September","2021"
"2327","65259",2,30,2,189,"September","2021"
"2328","65261",1,10,NA,95,"September","2021"
"2329","65262",1,60,1,218,"September","2021"
"2330","65265",16,297,4,920,"September","2021"
"2331","65270",12,455,9,1048,"September","2021"
"2332","65275",4,114,2,243,"September","2021"
"2333","65281",5,78,1,153,"September","2021"
"2334","65284",1,43,1,279,"September","2021"
"2335","65301",23,1158,14,1857,"September","2021"
"2336","65323",1,90,1,44,"September","2021"
"2337","65325",4,115,1,394,"September","2021"
"2338","65327",1,10,NA,25,"September","2021"
"2339","65332",1,60,1,220,"September","2021"
"2340","65336",7,303,NA,328,"September","2021"
"2341","65337",1,60,1,179,"September","2021"
"2342","65338",2,60,2,140,"September","2021"
"2343","65340",7,130,1,886,"September","2021"
"2344","65350",1,60,1,127,"September","2021"
"2345","65355",3,131,3,319,"September","2021"
"2346","65360",2,48,2,120,"September","2021"
"2347","65401",13,777,7,1459,"September","2021"
"2348","65441",2,30,NA,321,"September","2021"
"2349","65452",1,40,1,585,"September","2021"
"2350","65453",5,265,2,353,"September","2021"
"2351","65459",3,40,NA,1021,"September","2021"
"2352","65483",3,89,2,226,"September","2021"
"2353","65486",5,109,1,165,"September","2021"
"2354","65536",13,482,8,1501,"September","2021"
"2355","65542",5,110,1,139,"September","2021"
"2356","65548",2,60,2,212,"September","2021"
"2357","65556",1,26,NA,327,"September","2021"
"2358","65559",2,30,NA,581,"September","2021"
"2359","65560",6,262,4,735,"September","2021"
"2360","65565",3,74,2,202,"September","2021"
"2361","65567",1,40,NA,86,"September","2021"
"2362","65570",1,20,NA,53,"September","2021"
"2363","65571",1,48,1,14,"September","2021"
"2364","65582",3,40,NA,96,"September","2021"
"2365","65583",8,505,4,600,"September","2021"
"2366","65584",5,189,2,487,"September","2021"
"2367","65588",2,128,NA,237,"September","2021"
"2368","65605",6,100,4,515,"September","2021"
"2369","65606",3,90,3,154,"September","2021"
"2370","65608",3,114,2,749,"September","2021"
"2371","65609",1,15,1,196,"September","2021"
"2372","65611",1,20,NA,226,"September","2021"
"2373","65613",10,435,6,898,"September","2021"
"2374","65614",1,19,NA,31,"September","2021"
"2375","65616",12,495,5,1332,"September","2021"
"2376","65617",2,94,2,0,"September","2021"
"2377","65619",2,142,1,315,"September","2021"
"2378","65622",6,268,4,450,"September","2021"
"2379","65625",3,74,2,383,"September","2021"
"2380","65629",1,40,NA,25,"September","2021"
"2381","65631",4,148,2,400,"September","2021"
"2382","65632",1,10,NA,96,"September","2021"
"2383","65633",2,30,1,225,"September","2021"
"2384","65646",1,20,1,17,"September","2021"
"2385","65648",3,172,2,146,"September","2021"
"2386","65653",3,40,1,154,"September","2021"
"2387","65655",1,20,1,8,"September","2021"
"2388","65661",1,15,NA,85,"September","2021"
"2389","65662",1,20,1,915,"September","2021"
"2390","65668",5,97,2,47,"September","2021"
"2391","65672",1,28,1,493,"September","2021"
"2392","65680",1,20,NA,185,"September","2021"
"2393","65681",1,10,NA,89,"September","2021"
"2394","65686",1,30,NA,84,"September","2021"
"2395","65689",2,119,2,262,"September","2021"
"2396","65704",4,120,3,898,"September","2021"
"2397","65706",6,395,3,812,"September","2021"
"2398","65708",4,194,2,777,"September","2021"
"2399","65711",8,186,5,404,"September","2021"
"2400","65712",5,259,1,666,"September","2021"
"2401","65713",1,20,NA,138,"September","2021"
"2402","65714",18,1195,5,1868,"September","2021"
"2403","65721",14,1095,9,1650,"September","2021"
"2404","65723",1,10,1,149,"September","2021"
"2405","65725",1,10,1,82,"September","2021"
"2406","65737",3,118,1,178,"September","2021"
"2407","65738",14,525,10,1336,"September","2021"
"2408","65742",1,73,1,821,"September","2021"
"2409","65746",4,123,1,211,"September","2021"
"2410","65753",1,52,1,302,"September","2021"
"2411","65757",3,185,3,283,"September","2021"
"2412","65759",1,10,1,144,"September","2021"
"2413","65761",1,17,1,54,"September","2021"
"2414","65775",11,509,8,1439,"September","2021"
"2415","65781",3,78,NA,506,"September","2021"
"2416","65785",2,56,NA,204,"September","2021"
"2417","65791",2,65,1,863,"September","2021"
"2418","65793",4,80,3,123,"September","2021"
"2419","65802",16,1092,13,2611,"September","2021"
"2420","65803",14,788,7,1697,"September","2021"
"2421","65804",30,2305,17,1951,"September","2021"
"2422","65806",7,382,4,482,"September","2021"
"2423","65807",42,2781,23,2526,"September","2021"
"2424","65809",1,154,NA,529,"September","2021"
"2425","65810",7,414,2,696,"September","2021"
"2426","65897",1,40,1,0,"September","2021"
"2427","63005",6,784,2,638,"March","2022"
"2428","63010",13,977,5,1550,"March","2022"
"2429","63011",13,1906,4,2023,"March","2022"
"2430","63012",3,119,2,1002,"March","2022"
"2431","63013",2,40,1,97,"March","2022"
"2432","63016",1,49,1,547,"March","2022"
"2433","63017",15,1450,5,1462,"March","2022"
"2434","63019",2,114,1,248,"March","2022"
"2435","63020",6,384,4,1042,"March","2022"
"2436","63021",8,1009,5,3035,"March","2022"
"2437","63023",1,41,NA,119,"March","2022"
"2438","63025",6,548,3,1280,"March","2022"
"2439","63026",7,622,5,2364,"March","2022"
"2440","63028",5,360,3,1188,"March","2022"
"2441","63031",25,1188,18,2790,"March","2022"
"2442","63033",26,864,18,2350,"March","2022"
"2443","63034",10,382,5,898,"March","2022"
"2444","63037",2,110,2,94,"March","2022"
"2445","63038",3,283,1,324,"March","2022"
"2446","63039",2,116,NA,99,"March","2022"
"2447","63040",2,212,1,536,"March","2022"
"2448","63042",14,906,13,1338,"March","2022"
"2449","63043",7,612,4,759,"March","2022"
"2450","63044",6,301,3,514,"March","2022"
"2451","63045",1,102,NA,203,"March","2022"
"2452","63047",1,46,NA,127,"March","2022"
"2453","63049",7,371,3,1572,"March","2022"
"2454","63050",7,456,7,782,"March","2022"
"2455","63051",5,160,3,745,"March","2022"
"2456","63052",6,439,4,2432,"March","2022"
"2457","63055",1,20,1,56,"March","2022"
"2458","63068",5,139,3,375,"March","2022"
"2459","63069",1,10,NA,795,"March","2022"
"2460","63070",2,130,2,470,"March","2022"
"2461","63072",1,20,NA,418,"March","2022"
"2462","63074",8,290,8,1296,"March","2022"
"2463","63077",4,265,3,465,"March","2022"
"2464","63080",9,349,7,654,"March","2022"
"2465","63084",11,345,6,1145,"March","2022"
"2466","63088",1,149,NA,851,"March","2022"
"2467","63090",5,403,5,1144,"March","2022"
"2468","63103",8,736,3,488,"March","2022"
"2469","63104",19,1089,8,1573,"March","2022"
"2470","63105",6,476,1,544,"March","2022"
"2471","63106",13,455,4,1023,"March","2022"
"2472","63107",16,709,9,393,"March","2022"
"2473","63108",11,415,7,561,"March","2022"
"2474","63109",9,451,2,1349,"March","2022"
"2475","63110",16,1353,6,1020,"March","2022"
"2476","63111",13,526,7,1125,"March","2022"
"2477","63112",18,851,12,1011,"March","2022"
"2478","63113",16,732,13,425,"March","2022"
"2479","63114",19,1238,14,1741,"March","2022"
"2480","63115",24,803,16,1022,"March","2022"
"2481","63116",16,746,7,2415,"March","2022"
"2482","63117",2,143,1,680,"March","2022"
"2483","63118",27,1086,14,2164,"March","2022"
"2484","63119",13,999,4,1902,"March","2022"
"2485","63120",12,521,11,725,"March","2022"
"2486","63121",17,1356,15,1600,"March","2022"
"2487","63122",17,1625,4,2216,"March","2022"
"2488","63123",7,601,5,2389,"March","2022"
"2489","63124",4,351,NA,790,"March","2022"
"2490","63125",12,587,5,2410,"March","2022"
"2491","63126",4,455,1,834,"March","2022"
